Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,RushYds,RushTD,Fum,Lost,FantasyPoints
26,Leonard Hankerson,WR,11,ATL,IND,7,4,57,36,1,18,5,9,0,0,0,0,0,13.60
27,Kenny Stills,WR,11,MIA,DAL,2,2,100,52,1,29,26,26,0,0,0,0,0,13.20
28,Stefon Diggs,WR,11,MIN,GB,9,6,67,66,0,17,7,11,0,0,0,0,0,12.60
29,Steve Johnson,WR,11,SD,KC,8,7,88,54,0,13,7,8,0,0,0,0,0,12.40
30,Eric Decker,WR,11,NYJ,HOU,11,4,36,81,0,25,7,20,0,0,0,0,0,12.10
31,Doug Baldwin,WR,11,SEA,SF,6,6,100,60,0,21,10,10,0,0,0,0,0,12.00
32,AJ Green,WR,11,CIN,ARI,12,4,33,79,0,42,7,20,0,0,0,0,0,11.90
33,Michael Crabtree,WR,11,OAK,DET,11,6,55,50,0,15,5,8,0,0,0,1,0,11.00
34,Josh Huff,WR,11,PHI,TB,1,1,100,39,1,39,39,39,0,0,0,0,0,10.90
35,Cody Latimer,WR,11,DEN,CHI,3,2,67,22,1,12,7,11,1,5,0,0,0,10.70
36,Jarvis Landry,WR,11,MIA,DAL,7,4,57,66,0,47,9,17,0,0,0,0,0,10.60
37,Brandon LaFell,WR,11,NE,BUF,8,4,50,66,0,27,8,17,0,0,0,0,0,10.60
38,Randall Cobb,WR,11,GB,MIN,9,2,22,24,1,14,3,12,0,0,0,0,0,10.40
39,Marvin Jones,WR,11,CIN,ARI,9,4,44,60,0,22,7,15,0,0,0,0,0,10.00
40,Jerricho Cotchery,WR,11,CAR,WAS,6,4,67,57,0,19,10,14,0,0,0,0,0,9.70
41,Josh Bellamy,WR,11,CHI,DEN,5,4,80,57,0,38,11,14,0,0,0,0,0,9.70
42,Albert Wilson,WR,11,KC,SD,4,4,100,56,0,27,14,14,0,0,0,0,0,9.60
43,Donte Moncrief,WR,11,IND,ATL,8,5,63,41,0,11,5,8,0,0,0,0,0,9.10
44,Jarius Wright,WR,11,MIN,GB,5,4,80,50,0,18,10,13,0,0,0,0,0,9.00
45,Adam Humphries,WR,11,TB,PHI,5,4,80,50,0,27,10,13,0,0,0,0,0,9.00
46,Jeremy Butler,WR,11,BAL,LA,5,4,80,45,0,25,9,11,0,0,0,1,0,8.50
47,Robert Woods,WR,11,BUF,NE,9,4,44,44,0,18,5,11,0,0,0,0,0,8.40
48,Dontrelle Inman,WR,11,SD,KC,5,3,60,51,0,27,10,17,0,0,0,0,0,8.10
49,Javontee Herndon,WR,11,SD,KC,7,5,71,37,0,10,5,7,0,0,0,1,1,7.70
50,Russell Shepard,WR,11,TB,PHI,1,1,100,4,1,4,4,4,0,0,0,0,0,7.40
1,Doug Baldwin,WR,12,SEA,PIT,8,6,75,145,3,80,18,24,0,0,0,0,0,41.50
2,Jarvis Landry,WR,12,MIA,NYJ,16,13,81,165,1,40,10,13,1,4,0,0,0,38.90
3,Markus Wheaton,WR,12,PIT,SEA,13,9,69,201,1,69,16,22,0,0,0,0,0,38.10
4,Brandon Marshall,WR,12,NYJ,MIA,11,9,82,131,2,47,12,15,0,0,0,0,0,37.10
5,Sammy Watkins,WR,12,BUF,KC,10,6,60,158,2,48,16,26,0,0,0,0,0,36.80
6,Calvin Johnson,WR,12,DET,PHI,14,8,57,93,3,25,7,12,0,0,0,0,0,35.30
7,Jeremy Maclin,WR,12,KC,BUF,11,9,82,160,1,41,15,18,0,0,0,0,0,34.00
8,Seth Roberts,WR,12,OAK,TEN,7,6,86,113,2,38,16,19,0,0,0,0,0,32.30
9,Odell Beckham Jr,WR,12,NYG,WAS,18,9,50,142,1,31,8,16,0,0,0,0,0,32.20
10,TY Hilton,WR,12,IND,TB,12,6,50,95,2,31,8,16,0,0,0,1,0,27.50
11,AJ Green,WR,12,CIN,LA,8,6,75,61,2,18,8,10,0,0,0,0,0,24.10
12,Donte Moncrief,WR,12,IND,TB,9,8,89,114,0,31,13,14,0,0,0,0,0,22.40
13,Steve Johnson,WR,12,SD,JAX,10,7,70,92,1,25,9,13,0,0,0,0,0,22.20
14,Travis Benjamin,WR,12,CLE,BAL,13,6,46,90,1,42,7,15,1,10,0,0,0,22.00
15,Tavon Austin,WR,12,LA,CIN,6,6,100,33,0,12,6,6,4,63,1,0,0,21.60
16,Amari Cooper,WR,12,OAK,TEN,12,7,58,115,0,41,10,16,0,0,0,0,0,21.50
17,Jermaine Kearse,WR,12,SEA,PIT,5,4,80,47,2,22,9,12,0,0,0,1,0,20.70
18,Emmanuel Sanders,WR,12,DEN,NE,9,6,67,113,0,39,13,19,0,0,0,0,0,20.30
19,Kamar Aiken,WR,12,BAL,CLE,10,6,60,80,1,27,8,13,0,0,0,0,0,20.00
20,Martavis Bryant,WR,12,PIT,SEA,13,5,39,69,0,40,5,14,1,11,1,0,0,19.00
21,Devante Parker,WR,12,MIA,NYJ,10,4,40,80,1,33,8,20,0,0,0,0,0,18.00
22,Golden Tate,WR,12,DET,PHI,8,7,88,50,1,19,6,7,0,0,0,0,0,18.00
23,Dontrelle Inman,WR,12,SD,JAX,9,5,56,65,1,23,7,13,0,0,0,0,0,17.50
24,Anquan Boldin,WR,12,SF,ARI,11,8,73,93,0,18,9,12,0,0,0,0,0,17.30
25,Eric Decker,WR,12,NYJ,MIA,9,5,56,62,1,24,7,12,0,0,0,0,0,17.20
26,Allen Robinson,WR,12,JAX,SD,11,5,46,56,1,25,5,11,0,0,0,0,0,16.60
27,Larry Fitzgerald,WR,12,ARI,SF,14,10,71,66,0,11,5,7,0,0,0,0,0,16.60
28,Cole Beasley,WR,12,DAL,CAR,7,6,86,44,1,17,6,7,0,0,0,0,0,16.40
29,Alshon Jeffery,WR,12,CHI,GB,11,7,64,90,0,22,8,13,0,0,0,0,0,16.00
30,Brian Hartline,WR,12,CLE,BAL,12,8,67,74,0,16,6,9,0,0,0,0,0,15.40
31,Jordan Matthews,WR,12,PHI,DET,5,3,60,60,1,24,12,20,0,0,0,0,0,15.00
32,John Brown,WR,12,ARI,SF,7,5,71,99,0,48,14,20,0,0,0,0,0,14.90
33,DeSean Jackson,WR,12,WAS,NYG,4,2,50,66,1,63,17,33,0,0,0,0,0,14.60
